GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1500000US060871203021,060871203021,"Block Group 1, Census Tract 1203.02, Santa Cruz County, California",227,64,169,51,58,42
1500000US060871203022,060871203022,"Block Group 2, Census Tract 1203.02, Santa Cruz County, California",527,76,269,70,258,70
1500000US060871203023,060871203023,"Block Group 3, Census Tract 1203.02, Santa Cruz County, California",289,61,217,65,72,50
1500000US060871204001,060871204001,"Block Group 1, Census Tract 1204, Santa Cruz County, California",634,119,489,120,145,84
1500000US060871204002,060871204002,"Block Group 2, Census Tract 1204, Santa Cruz County, California",395,98,323,93,72,50
1500000US060871204003,060871204003,"Block Group 3, Census Tract 1204, Santa Cruz County, California",807,170,541,142,266,153
1500000US060871204004,060871204004,"Block Group 4, Census Tract 1204, Santa Cruz County, California",361,105,276,104,85,53
1500000US060871205001,060871205001,"Block Group 1, Census Tract 1205, Santa Cruz County, California",294,44,247,50,47,33
1500000US060871205002,060871205002,"Block Group 2, Census Tract 1205, Santa Cruz County, California",650,108,590,86,60,74
1500000US060871205003,060871205003,"Block Group 3, Census Tract 1205, Santa Cruz County, California",647,117,438,106,209,93
1500000US060871205004,060871205004,"Block Group 4, Census Tract 1205, Santa Cruz County, California",561,123,512,109,49,58
1500000US060871205005,060871205005,"Block Group 5, Census Tract 1205, Santa Cruz County, California",345,84,232,60,113,72
1500000US060871206001,060871206001,"Block Group 1, Census Tract 1206, Santa Cruz County, California",290,76,253,76,37,28
1500000US060871206002,060871206002,"Block Group 2, Census Tract 1206, Santa Cruz County, California",360,55,299,57,61,34
1500000US060871206003,060871206003,"Block Group 3, Census Tract 1206, Santa Cruz County, California",336,70,242,58,94,71
1500000US060871206004,060871206004,"Block Group 4, Census Tract 1206, Santa Cruz County, California",513,81,473,79,40,50
1500000US060871206005,060871206005,"Block Group 5, Census Tract 1206, Santa Cruz County, California",358,99,286,83,72,65
1500000US060871207001,060871207001,"Block Group 1, Census Tract 1207, Santa Cruz County, California",432,107,239,87,193,85
1500000US060871207002,060871207002,"Block Group 2, Census Tract 1207, Santa Cruz County, California",491,77,418,75,73,42
1500000US060871207003,060871207003,"Block Group 3, Census Tract 1207, Santa Cruz County, California",749,138,611,134,138,75
1500000US060871208001,060871208001,"Block Group 1, Census Tract 1208, Santa Cruz County, California",1043,121,835,108,208,104
1500000US060871208002,060871208002,"Block Group 2, Census Tract 1208, Santa Cruz County, California",748,103,640,105,108,87
1500000US060871208003,060871208003,"Block Group 3, Census Tract 1208, Santa Cruz County, California",563,103,465,99,98,91
1500000US060871209001,060871209001,"Block Group 1, Census Tract 1209, Santa Cruz County, California",961,145,638,116,323,138
1500000US060871209002,060871209002,"Block Group 2, Census Tract 1209, Santa Cruz County, California",431,125,158,71,273,133
1500000US060871209003,060871209003,"Block Group 3, Census Tract 1209, Santa Cruz County, California",982,117,730,114,252,93
1500000US060871209004,060871209004,"Block Group 4, Census Tract 1209, Santa Cruz County, California",652,107,589,111,63,54
1500000US060871210001,060871210001,"Block Group 1, Census Tract 1210, Santa Cruz County, California",551,83,429,84,122,69
1500000US060871210002,060871210002,"Block Group 2, Census Tract 1210, Santa Cruz County, California",367,78,283,70,84,49
1500000US060871210003,060871210003,"Block Group 3, Census Tract 1210, Santa Cruz County, California",392,66,332,66,60,35
1500000US060871211001,060871211001,"Block Group 1, Census Tract 1211, Santa Cruz County, California",282,47,250,47,32,23
1500000US060871211002,060871211002,"Block Group 2, Census Tract 1211, Santa Cruz County, California",903,78,799,86,104,54
1500000US060871212001,060871212001,"Block Group 1, Census Tract 1212, Santa Cruz County, California",261,74,212,73,49,37
1500000US060871212002,060871212002,"Block Group 2, Census Tract 1212, Santa Cruz County, California",436,76,380,77,56,57
1500000US060871212003,060871212003,"Block Group 3, Census Tract 1212, Santa Cruz County, California",809,111,606,104,203,114
1500000US060871212004,060871212004,"Block Group 4, Census Tract 1212, Santa Cruz County, California",411,89,300,56,111,79
1500000US060871212005,060871212005,"Block Group 5, Census Tract 1212, Santa Cruz County, California",299,89,164,64,135,88
1500000US060871213001,060871213001,"Block Group 1, Census Tract 1213, Santa Cruz County, California",811,94,465,86,346,76
1500000US060871213002,060871213002,"Block Group 2, Census Tract 1213, Santa Cruz County, California",229,50,208,54,21,25
1500000US060871213003,060871213003,"Block Group 3, Census Tract 1213, Santa Cruz County, California",396,72,284,69,112,46
1500000US060871213004,060871213004,"Block Group 4, Census Tract 1213, Santa Cruz County, California",236,60,65,38,171,55
1500000US060871214011,060871214011,"Block Group 1, Census Tract 1214.01, Santa Cruz County, California",343,58,237,48,106,49
1500000US060871214012,060871214012,"Block Group 2, Census Tract 1214.01, Santa Cruz County, California",579,64,328,74,251,64
1500000US060871214021,060871214021,"Block Group 1, Census Tract 1214.02, Santa Cruz County, California",590,107,304,95,286,97
1500000US060871214022,060871214022,"Block Group 2, Census Tract 1214.02, Santa Cruz County, California",737,96,423,89,314,102
1500000US060871214023,060871214023,"Block Group 3, Census Tract 1214.02, Santa Cruz County, California",255,75,195,62,60,63
1500000US060871214031,060871214031,"Block Group 1, Census Tract 1214.03, Santa Cruz County, California",728,84,464,78,264,74
1500000US060871214032,060871214032,"Block Group 2, Census Tract 1214.03, Santa Cruz County, California",362,64,308,65,54,35
1500000US060871214033,060871214033,"Block Group 3, Census Tract 1214.03, Santa Cruz County, California",274,75,117,52,157,68
1500000US060871215001,060871215001,"Block Group 1, Census Tract 1215, Santa Cruz County, California",273,95,231,100,42,39
1500000US060871215002,060871215002,"Block Group 2, Census Tract 1215, Santa Cruz County, California",495,149,255,94,240,136
1500000US060871215003,060871215003,"Block Group 3, Census Tract 1215, Santa Cruz County, California",734,141,192,59,542,131
1500000US060871215004,060871215004,"Block Group 4, Census Tract 1215, Santa Cruz County, California",430,127,118,60,312,139
1500000US060871215005,060871215005,"Block Group 5, Census Tract 1215, Santa Cruz County, California",388,151,39,35,349,163
1500000US060871216001,060871216001,"Block Group 1, Census Tract 1216, Santa Cruz County, California",322,107,163,90,159,73
1500000US060871216002,060871216002,"Block Group 2, Census Tract 1216, Santa Cruz County, California",446,128,266,113,180,96
1500000US060871216003,060871216003,"Block Group 3, Census Tract 1216, Santa Cruz County, California",775,166,387,117,388,153
1500000US060871216004,060871216004,"Block Group 4, Census Tract 1216, Santa Cruz County, California",706,139,490,156,216,92
1500000US060871216005,060871216005,"Block Group 5, Census Tract 1216, Santa Cruz County, California",470,142,139,64,331,135
1500000US060871217001,060871217001,"Block Group 1, Census Tract 1217, Santa Cruz County, California",954,161,454,133,500,162
1500000US060871217002,060871217002,"Block Group 2, Census Tract 1217, Santa Cruz County, California",216,58,137,59,79,44
1500000US060871217003,060871217003,"Block Group 3, Census Tract 1217, Santa Cruz County, California",182,65,123,48,59,41
1500000US060871217004,060871217004,"Block Group 4, Census Tract 1217, Santa Cruz County, California",907,160,436,112,471,167
1500000US060871217005,060871217005,"Block Group 5, Census Tract 1217, Santa Cruz County, California",265,86,164,91,101,68
1500000US060871217006,060871217006,"Block Group 6, Census Tract 1217, Santa Cruz County, California",307,89,255,94,52,48
1500000US060871218001,060871218001,"Block Group 1, Census Tract 1218, Santa Cruz County, California",605,129,269,86,336,141
1500000US060871218002,060871218002,"Block Group 2, Census Tract 1218, Santa Cruz County, California",802,137,339,90,463,124
1500000US060871218003,060871218003,"Block Group 3, Census Tract 1218, Santa Cruz County, California",588,131,249,84,339,122
1500000US060871218004,060871218004,"Block Group 4, Census Tract 1218, Santa Cruz County, California",132,69,86,55,46,45
1500000US060871220011,060871220011,"Block Group 1, Census Tract 1220.01, Santa Cruz County, California",534,90,351,83,183,87
1500000US060871220012,060871220012,"Block Group 2, Census Tract 1220.01, Santa Cruz County, California",131,44,131,44,0,12
1500000US060871220013,060871220013,"Block Group 3, Census Tract 1220.01, Santa Cruz County, California",326,92,148,60,178,92
1500000US060871220014,060871220014,"Block Group 4, Census Tract 1220.01, Santa Cruz County, California",255,64,157,57,98,49
1500000US060871220015,060871220015,"Block Group 5, Census Tract 1220.01, Santa Cruz County, California",622,93,487,81,135,73
1500000US060871220021,060871220021,"Block Group 1, Census Tract 1220.02, Santa Cruz County, California",819,102,712,107,107,64
1500000US060871220022,060871220022,"Block Group 2, Census Tract 1220.02, Santa Cruz County, California",489,81,389,86,100,66
1500000US060871220031,060871220031,"Block Group 1, Census Tract 1220.03, Santa Cruz County, California",481,129,378,112,103,89
1500000US060871220032,060871220032,"Block Group 2, Census Tract 1220.03, Santa Cruz County, California",455,102,330,74,125,90
1500000US060871220033,060871220033,"Block Group 3, Census Tract 1220.03, Santa Cruz County, California",1051,127,846,138,205,105
1500000US060871220034,060871220034,"Block Group 4, Census Tract 1220.03, Santa Cruz County, California",347,105,165,81,182,80
1500000US060871220035,060871220035,"Block Group 5, Census Tract 1220.03, Santa Cruz County, California",351,112,150,75,201,108
1500000US060871221001,060871221001,"Block Group 1, Census Tract 1221, Santa Cruz County, California",417,84,247,64,170,77
1500000US060871221002,060871221002,"Block Group 2, Census Tract 1221, Santa Cruz County, California",479,76,320,61,159,76
1500000US060871221003,060871221003,"Block Group 3, Census Tract 1221, Santa Cruz County, California",556,101,237,65,319,98
1500000US060871222011,060871222011,"Block Group 1, Census Tract 1222.01, Santa Cruz County, California",378,104,331,107,47,41
1500000US060871222012,060871222012,"Block Group 2, Census Tract 1222.01, Santa Cruz County, California",462,126,338,102,124,88
1500000US060871222013,060871222013,"Block Group 3, Census Tract 1222.01, Santa Cruz County, California",514,102,474,96,40,47
1500000US060871222014,060871222014,"Block Group 4, Census Tract 1222.01, Santa Cruz County, California",281,108,159,58,122,93
1500000US060871222015,060871222015,"Block Group 5, Census Tract 1222.01, Santa Cruz County, California",374,125,81,60,293,127
1500000US060871222016,060871222016,"Block Group 6, Census Tract 1222.01, Santa Cruz County, California",581,110,348,89,233,106
1500000US060871222017,060871222017,"Block Group 7, Census Tract 1222.01, Santa Cruz County, California",226,99,43,34,183,103
1500000US060871222021,060871222021,"Block Group 1, Census Tract 1222.02, Santa Cruz County, California",881,75,749,81,132,58
1500000US060871222031,060871222031,"Block Group 1, Census Tract 1222.03, Santa Cruz County, California",857,95,671,80,186,76
1500000US060871222032,060871222032,"Block Group 2, Census Tract 1222.03, Santa Cruz County, California",644,87,352,67,292,81
1500000US060871223001,060871223001,"Block Group 1, Census Tract 1223, Santa Cruz County, California",356,114,192,80,164,85
1500000US060871223002,060871223002,"Block Group 2, Census Tract 1223, Santa Cruz County, California",261,73,175,53,86,59
1500000US060871223003,060871223003,"Block Group 3, Census Tract 1223, Santa Cruz County, California",844,114,592,109,252,95
1500000US060871224001,060871224001,"Block Group 1, Census Tract 1224, Santa Cruz County, California",716,145,612,150,104,64
1500000US060871224002,060871224002,"Block Group 2, Census Tract 1224, Santa Cruz County, California",328,86,212,79,116,68
1500000US060871224003,060871224003,"Block Group 3, Census Tract 1224, Santa Cruz County, California",414,91,333,90,81,50
1500000US060871224004,060871224004,"Block Group 4, Census Tract 1224, Santa Cruz County, California",496,118,475,116,21,34
1500000US060871224005,060871224005,"Block Group 5, Census Tract 1224, Santa Cruz County, California",247,62,186,65,61,60
1500000US060871224006,060871224006,"Block Group 6, Census Tract 1224, Santa Cruz County, California",373,133,355,130,18,28
1500000US060871225001,060871225001,"Block Group 1, Census Tract 1225, Santa Cruz County, California",303,91,287,88,16,20
1500000US060871225002,060871225002,"Block Group 2, Census Tract 1225, Santa Cruz County, California",478,97,304,83,174,89
1500000US060871225003,060871225003,"Block Group 3, Census Tract 1225, Santa Cruz County, California",486,110,336,90,150,96
1500000US060871225004,060871225004,"Block Group 4, Census Tract 1225, Santa Cruz County, California",318,86,227,92,91,62
1500000US060871231001,060871231001,"Block Group 1, Census Tract 1231, Santa Cruz County, California",436,61,328,53,108,48
1500000US060871231002,060871231002,"Block Group 2, Census Tract 1231, Santa Cruz County, California",363,70,273,70,90,44
1500000US060871233001,060871233001,"Block Group 1, Census Tract 1233, Santa Cruz County, California",434,54,204,44,230,60
1500000US060879901000,060879901000,"Block Group 0, Census Tract 9901, Santa Cruz County, California",0,12,0,12,0,12
